refkey1,refdata1,refkey2,refdata2,refdata3,refdata4
easy,huge,no,husband,generation,613.85
move,again,performance,event,statement,167.59
want,home,organization,someone,what,596.86
strong,charge,save,eye,only,268.4
should,rather,family,course,reveal,291.54
chair,feeling,wish,cultural,actually,49.3
base,of,federal,industry,down,961.61
catch,marriage,himself,finish,laugh,325.94
economic,plan,down,measure,start,318.35
something,thank,it,some,five,531.31
beyond,section,truth,sit,everyone,214.97
area,fund,past,director,political,22.95
seat,employee,land,phone,none,293.45
law,left,plant,make,fast,634.48
about,control,write,head,hand,216.37
agency,magazine,environment,future,century,109.72
call,health,world,edge,strong,963.02
control,way,seem,forward,political,951.11
increase,form,standard,Mrs,language,723.63
weight,happy,participant,beat,name,32.59
machine,account,item,nation,election,514.99
order,purpose,push,bad,reduce,608.76
country,campaign,three,response,professor,423.39
heart,film,how,red,paper,515.96
deep,offer,peace,protect,under,649.23
feeling,provide,fly,upon,everyone,835.08
official,individual,future,state,western,100.69
choice,rest,sing,rise,case,105.53
near,organization,plant,three,fast,76.88
book,effect,have,use,boy,868.75
piece,trouble,move,floor,red,324.14
top,environmental,soldier,herself,than,574.59
president,like,old,happy,attention,253.64
way,end,assume,technology,step,38.96
instead,leg,side,science,word,956.1
keep,word,itself,if,purpose,379.04
improve,give,center,personal,treatment,133.28
necessary,resource,way,building,speak,692.09
poor,least,city,find,sell,243.75
home,play,white,never,upon,722.72
first,heart,require,in,we,208.3
why,event,keep,gas,discover,656.36
military,question,character,traditional,world,840.25
place,candidate,cold,perhaps,billion,138.34
among,measure,list,its,who,609.52
whatever,me,final,growth,miss,231.69
take,commercial,camera,reason,art,929.5
return,manager,capital,could,each,523.8
camera,evening,bed,that,back,378.93
people,top,government,PM,never,769.08
deal,gun,attention,across,interesting,281.19
interview,truth,take,customer,Congress,845.02
foot,win,develop,of,forget,869.89
hit,which,her,hour,paper,187.81
involve,federal,according,eye,foreign,966.93
campaign,born,capital,remain,place,554.91
science,design,within,feeling,member,837.78
world,heart,just,name,attack,259.16
project,sell,should,boy,write,610.46
under,step,woman,than,beat,579.99
boy,hold,design,likely,guy,74.99
ready,detail,event,never,look,855.37
maintain,realize,garden,paper,fill,553.5
drive,home,threat,court,police,852.78
current,environment,police,by,soon,244.52
resource,believe,must,business,stuff,495.17
magazine,two,member,foreign,ten,797.22
many,drive,yeah,name,power,442.37
friend,finish,surface,ready,at,393.87
medical,all,step,table,successful,852.18
trip,catch,bit,job,force,44.65
back,wonder,capital,magazine,life,747.75
charge,only,president,so,Republican,995.35
thing,your,live,today,might,476.87
take,TV,see,job,recognize,492.99
something,seek,attorney,doctor,individual,148.0
another,individual,may,hospital,partner,365.0
director,that,leader,far,right,536.71
bag,local,lawyer,nor,middle,109.48
make,exist,partner,audience,draw,983.22
professional,college,doctor,sell,admit,856.52
positive,source,foot,on,enough,948.61
soldier,meeting,protect,structure,just,757.68
current,also,back,agency,like,579.21
notice,reality,win,eat,card,456.98
nature,success,today,very,it,257.9
adult,class,beautiful,policy,happen,613.05
hotel,relationship,space,believe,past,542.24
of,suddenly,evidence,charge,north,949.64
nor,organization,deep,medical,here,325.59
since,if,president,ask,prepare,984.08
challenge,open,network,successful,yeah,322.18
strategy,floor,poor,never,heart,533.86
generation,fill,outside,century,debate,286.83
physical,want,piece,war,form,254.32
executive,indeed,head,trial,friend,658.85
someone,article,husband,dark,military,30.78
term,strong,improve,various,factor,280.15
name,summer,social,list,current,13.34
fire,right,truth,recently,foot,976.48
prepare,against,good,power,improve,400.03
hope,generation,leg,meet,turn,101.79
next,free,themselves,value,important,470.89
local,information,deal,wind,exactly,276.78
style,would,recently,radio,seek,858.49
these,old,hot,know,deal,457.14
career,voice,now,operation,oil,226.51
part,road,answer,sport,lawyer,882.32
usually,big,certain,economic,window,476.29
here,scientist,effect,charge,effort,921.42
entire,before,inside,course,officer,426.34
finish,memory,evening,history,star,148.13
what,reflect,knowledge,attention,family,212.9
rock,news,hotel,door,top,92.91
cause,hard,western,factor,arrive,892.9
we,up,matter,drug,anyone,595.95
about,just,hot,Mr,feeling,491.31
compare,father,generation,growth,quality,870.4
community,leave,positive,deal,doctor,749.55
top,deep,who,think,any,993.35
kitchen,trade,size,themselves,majority,333.69
fall,half,bank,least,remain,887.64
plant,want,decision,student,area,221.3
visit,wall,receive,energy,admit,644.76
southern,son,people,read,camera,730.3
table,win,question,security,citizen,770.6
specific,site,defense,real,unit,320.91
arrive,according,alone,TV,specific,980.19
generation,voice,establish,later,never,143.56
night,home,language,assume,news,576.76
effect,either,expect,benefit,east,180.41
before,question,fly,star,vote,311.44
worker,deep,bit,wrong,break,755.41
star,make,study,effect,society,868.24
few,edge,send,adult,nothing,773.37
fly,room,brother,step,hear,579.49
he,south,various,mean,executive,885.92
particular,high,down,two,area,594.08
foot,Democrat,her,nor,difficult,74.52
idea,also,himself,parent,save,452.74
last,majority,edge,region,else,416.53
cover,parent,itself,smile,article,772.03
bill,memory,president,general,since,684.21
around,well,culture,garden,house,839.79
thousand,sing,accept,should,among,11.8
commercial,development,where,life,they,742.52
language,tell,long,article,its,446.2
consumer,society,song,kitchen,kind,60.74
sport,white,beautiful,remember,huge,582.31
reveal,fill,standard,foreign,these,277.65
ok,left,sometimes,safe,audience,367.15
place,hope,green,than,movie,898.72
modern,computer,article,interview,board,992.24
might,size,road,draw,machine,426.54
most,first,million,four,science,211.43
project,market,international,teach,particular,847.17
skin,personal,mission,trip,up,585.22
article,really,center,minute,around,312.74
pick,daughter,phone,I,rest,574.95
boy,will,Republican,condition,address,717.01
design,spring,art,past,word,602.85
save,type,always,just,put,458.98
agree,without,writer,trade,room,751.35
coach,network,professional,view,oil,784.02
become,value,knowledge,no,important,811.36
will,parent,agreement,piece,along,644.68
hear,minute,forward,production,standard,603.74
card,red,such,power,area,477.97
federal,meeting,big,cultural,scientist,224.92
approach,voice,city,tax,safe,252.85
happy,drug,skin,majority,game,898.68
exist,new,may,blue,describe,850.18
piece,across,check,may,stand,964.26
project,sound,huge,role,reveal,523.23
you,him,win,hand,owner,351.04
expect,capital,scientist,skill,where,508.02
score,nor,appear,win,hospital,205.51
society,shake,stage,police,dark,814.2
leave,how,across,little,various,623.5
market,high,result,room,best,256.17
rule,there,my,structure,discussion,546.54
dream,four,standard,still,play,1.0
your,later,foreign,every,candidate,276.31
few,property,what,law,increase,228.44
five,plant,thing,Congress,whatever,918.78
subject,thought,buy,wish,second,603.12
around,interview,network,response,create,25.74
military,table,able,rise,under,642.65
have,college,show,although,card,70.83
record,every,each,outside,participant,914.91
factor,radio,stand,wrong,care,482.73
usually,usually,director,of,long,722.48
seem,some,pick,energy,too,350.73
at,foot,system,lay,some,762.32
bar,next,work,affect,identify,283.34
large,remember,blood,enter,choice,34.16
region,address,force,natural,land,284.7
shake,small,more,general,send,298.17
ever,model,answer,mother,energy,419.67
may,a,visit,condition,top,74.39
hard,particular,economic,player,option,937.92
necessary,agent,class,occur,color,927.6
eye,old,structure,service,move,462.18
effort,today,painting,career,course,973.5
red,less,night,music,sometimes,450.02
fill,manager,chance,need,my,33.95
oil,customer,defense,low,similar,847.44
exist,image,region,foot,especially,867.65
remember,form,region,bit,either,802.43
best,modern,Congress,break,require,160.02
break,alone,year,do,meet,952.42
cup,someone,explain,play,car,933.51
director,record,because,for,trouble,121.98
economy,save,ago,keep,guess,195.61
whom,foot,through,bill,action,144.11
beat,including,take,watch,article,726.37
receive,plan,music,past,want,987.29
seek,chair,budget,possible,although,91.86
fight,change,school,friend,decision,106.85
win,increase,carry,final,there,939.79
learn,too,animal,owner,decision,268.76
old,message,his,future,suggest,67.38
act,resource,line,do,across,300.52
success,example,tonight,this,reality,56.99
determine,carry,so,resource,any,473.26
face,not,himself,develop,light,586.36
blue,interview,record,large,success,18.46
seem,under,side,parent,anything,712.93
who,everybody,authority,newspaper,spring,660.23
here,nor,report,rest,responsibility,157.75
customer,market,purpose,economy,piece,71.33
middle,imagine,these,by,one,42.43
season,production,shake,product,commercial,465.1
than,successful,discussion,maybe,admit,894.99
space,more,run,form,however,199.83
city,not,one,again,continue,591.37
suffer,change,response,family,establish,632.66
air,art,them,project,pull,281.78
perform,weight,cause,activity,capital,855.41
customer,attack,player,stay,something,176.47
six,spend,feel,special,brother,518.12
commercial,require,run,call,last,223.8
lay,usually,moment,rule,find,425.64
reality,or,yet,rather,area,609.75
hope,approach,beat,appear,exist,6.37
dream,six,happy,daughter,above,596.61
factor,produce,environment,shoulder,morning,142.06
reflect,agreement,sport,maintain,term,838.02
establish,season,leave,travel,college,188.43
simply,campaign,game,clearly,by,858.58
stay,get,situation,difference,become,941.81
film,adult,begin,ability,Congress,663.04
specific,message,rest,then,parent,796.16
state,manage,election,century,improve,500.66
war,Republican,eat,well,painting,601.9
structure,full,activity,picture,air,776.4
difficult,government,debate,once,need,521.98
these,able,either,ten,commercial,607.82
ever,service,stuff,long,hear,765.31
father,method,than,mean,success,778.69
development,dinner,agency,another,without,834.7
per,country,heavy,war,industry,647.6
computer,message,nation,person,page,42.89
necessary,behind,result,morning,support,813.56
candidate,today,property,paper,city,482.43
my,spend,record,very,issue,398.22
effort,computer,country,artist,meet,235.79
store,over,economy,top,lot,345.17
why,time,music,protect,house,265.93
ten,send,treatment,yourself,serve,852.54
visit,throw,probably,information,remember,342.94
side,animal,avoid,surface,industry,93.71
political,economic,set,once,stage,276.3
again,worker,son,nothing,wall,621.36
box,these,professional,room,people,509.72
stay,method,inside,value,time,51.39
head,successful,see,age,as,703.77
recently,full,include,reach,fund,649.4
black,than,drop,argue,president,573.11
feeling,stuff,compare,we,enough,257.3
data,place,else,American,stuff,460.28
east,certain,condition,wide,cost,458.5
daughter,evidence,interest,knowledge,discover,714.36
one,traditional,degree,last,game,18.97
activity,under,improve,hot,amount,156.07
enjoy,new,per,sometimes,message,758.63
source,capital,early,likely,wife,10.77
feel,reason,any,help,attack,134.99
picture,much,quality,society,glass,799.06
most,early,our,skin,area,196.82
later,see,million,police,trade,516.03
list,others,note,help,federal,6.27
learn,picture,any,culture,citizen,510.76
town,fast,mouth,improve,nice,162.63
together,attorney,reduce,impact,hotel,308.95
meeting,likely,street,story,into,70.95
play,voice,kitchen,worker,visit,112.81
right,why,serve,conference,something,985.56
none,near,option,according,career,917.8
few,factor,police,friend,move,499.8
any,try,summer,six,physical,541.98
truth,address,discuss,subject,model,50.09
ready,plan,policy,quickly,adult,539.01
set,north,face,floor,me,927.22
moment,create,above,investment,even,181.98
forward,threat,fast,cultural,total,79.92
